PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
Pre-PQ Process,SO-2057,DN-691,Haiti,PMO - US,From RDC,N/A - From RDC,Air,2-Apr-08,2-Apr-08,2-Apr-08,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,10283,29923.53,2.91,0.05,"Aurobindo Unit III, India",Yes,519,5974.7,47.88
FPQ-11661,SO-44670,DN-3118,Burundi,PMO - US,From RDC,N/A - From RDC,Air,31-May-13,23-May-13,23-May-13,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2208,18944.64,8.58,0.14,Hetero Unit III Hyderabad IN,Yes,652,3763.2,23.43
FPQ-6403,SO-37460,DN-2026,Uganda,PMO - US,From RDC,N/A - From RDC,Air,20-Oct-10,25-Oct-10,25-Oct-10,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,8375,98406.25,11.75,0.39,Mylan (formerly Matrix) Nashik,No,See DN-2026 (ID#:84047),See DN-2026 (ID#:84047),212.16
FPQ-7176,SCMS-104380,ASN-11802,South Africa,PMO - US,Direct Drop,DDP,Ocean,3-Nov-11,10-Oct-11,10-Oct-11,ARV,Adult,Aurobindo Pharma Limited,Efavirenz,Generic,600mg,Tablet,30,5745,25909.95,4.51,0.15,"Aurobindo Unit III, India",Yes,488,4232.71,42.75
FPQ-4378,SO-34440,DN-1621,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,8-Feb-10,23-Jan-10,23-Jan-10,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240,400,5856.0,14.64,0.06,"Aurobindo Unit III, India",Yes,146,5254.09,11.48
FPQ-12190,SO-45350,DN-3902,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,15-Sep-14,19-Sep-14,19-Sep-14,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240,2125,4462.5,2.1,0.01,"Cipla, Goa, India",Yes,796,5603.78,5.52
FPQ-11141,SCMS-173450,ASN-18894,Uganda,PMO - US,Direct Drop,EXW,Air,22-Apr-13,22-Apr-13,22-Apr-13,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,50mg,Chewable/dispersible tablet,30,961,1201.25,1.25,0.04,"Aurobindo Unit III, India",Yes,53,1203.4,1.49
FPQ-14042,SO-48520,DN-3844,Guyana,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-14,30-Jul-14,5-Sep-14,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240,90,128.7,1.43,0.01,"Aurobindo Unit III, India",No,See DN-3844 (ID#:82710),See DN-3844 (ID#:82710),0.13
FPQ-4265,SCMS-56320,ASN-6060,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Mar-10,10-Mar-10,10-Mar-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz,Generic,600mg,Tablet,30,30912,200928.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,2405,11448.01,393.82
FPQ-11103,SCMS-170610,ASN-18067,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,15-Mar-13,3-Apr-13,3-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,24,142.56,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,8,767.87,0.18
FPQ-10268,SCMS-154460,ASN-16986,Guyana,PMO - US,Direct Drop,FCA,Air,18-Jan-13,18-Jan-13,18-Jan-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,21,1277.22,60.82,0.2,ABBVIE (Abbott) Logis. UK,Yes,52,1097.08,1.79
Pre-PQ Process,SCMS-41140,ASN-3752,South Africa,PMO - US,Direct Drop,DDP,Air,31-Mar-09,21-Nov-08,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,Nevirapine,Generic,200mg,Tablet,60,200,2998.0,14.99,0.25,"Cipla, Goa, India",No,Weight Captured Separately,Freight Included in Commodity Cost,5.88
FPQ-7427,SCMS-105510,ASN-11735,Vietnam,PMO - US,Direct Drop,EXW,Air,13-Sep-11,13-Sep-11,13-Sep-11,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,30000,123900.0,4.13,0.14,Hetero Unit III Hyderabad IN,Yes,2957,14589.33,204.44
FPQ-7175,SCMS-104090,ASN-12989,South Africa,PMO - US,Direct Drop,DDP,Ocean,31-Jan-12,31-Jan-12,31-Jan-12,ARV,Adult,CIPLA LIMITED,Nevirapine,Generic,200mg,Tablet,60,57925,157556.0,2.72,0.05,"Cipla, Goa, India",Yes,6220,7175.28,259.97
FPQ-13142,SO-47131,DN-3632,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,30-Apr-14,25-Apr-14,11-Jun-14,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,10000,46400.0,4.64,0.15,Hetero Unit III Hyderabad IN,Yes,8889,33073.6,47.7
FPQ-9640,SO-41850,DN-2697,"Congo, DRC",PMO - US,From RDC,N/A - From RDC,Air,11-Sep-12,11-Sep-12,11-Sep-12,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1440,11203.2,7.78,0.13,Hetero Unit III Hyderabad IN,No,See DN-2697 (ID#:83045),See DN-2697 (ID#:83045),15.71
FPQ-6708,SCMS-93490,ASN-10251,South Africa,PMO - US,Direct Drop,DDP,Ocean,4-Apr-11,27-May-11,27-May-11,ARV,Pediatric,Aurobindo Pharma Limited,Nevirapine,Generic,10mg/ml,Oral suspension,240,4529,9601.48,2.12,0.01,"Aurobindo Unit III, India",Yes,1679,3524.93,15.84
Pre-PQ Process,SO-1074,DN-354,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Truck,18-Sep-07,18-Sep-07,18-Sep-07,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,537,1074.0,2.0,0.07,"Cipla, Goa, India",Yes,143,2099,1.72
FPQ-14042,SO-48520,DN-3844,Guyana,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-14,30-Jul-14,5-Sep-14,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60,53,595.19,11.23,0.19,"Aurobindo Unit III, India",Yes,516,7663.16,0.61
FPQ-6262,SCMS-83730,ASN-10249,South Africa,PMO - US,Direct Drop,DDP,Ocean,3-May-11,3-May-11,3-May-11,ARV,Pediatric,Aurobindo Pharma Limited,Efavirenz,Generic,200mg,Capsule,90,22643,225977.14,9.98,0.11,"Aurobindo Unit III, India",Yes,3000,4573.21,487.21
FPQ-9665,SO-41890,DN-2640,Libya,PMO - US,From RDC,N/A - From RDC,Air,6-Jun-12,8-May-12,8-May-12,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,150,825.0,5.5,0.18,Mylan (formerly Matrix) Nashik,No,See DN-2640 (ID#:83589),See DN-2640 (ID#:83589),1.16
FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,Efavirenz,Generic,600mg,Tablet,30,2157,33315.55,15.45,0.52,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,34.25
FPQ-6977,SCMS-96440,ASN-10408,Guatemala,PMO - US,Direct Drop,EXW,Air,17-Apr-11,17-Apr-11,17-Apr-11,ARV,Pediatric,GLAXOSMITHKLINE EXPORT LIMITED,Zidovudine,Retrovir,10mg/ml,Injection,5,75,5265.0,70.2,14.04,GSK Barnard Castle UK,Yes,29,209.37,8.69
FPQ-8417,SO-40701,DN-2391,Swaziland,PMO - US,From RDC,N/A - From RDC,Air,17-Nov-11,18-Oct-11,18-Oct-11,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,45000,504900.0,11.22,0.19,"Aurobindo Unit III, India",Yes,5961,20144.99,833.08
FPQ-9321,SO-41510,DN-2643,Uganda,PMO - US,From RDC,N/A - From RDC,Truck,3-Jul-12,18-May-12,18-May-12,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,750,1830.0,2.44,0.04,"Strides, Bangalore, India.",No,See DN-2643 (ID#:82471),See DN-2643 (ID#:82471),2.57
Pre-PQ Process,SO-18111,DN-1214,Zimbabwe,PMO - US,From RDC,N/A - From RDC,Air,12-May-09,12-May-09,12-May-09,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,4000,16000.0,4.0,0.07,"Cipla, Goa, India",Yes,305,2698.04,31.36
FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Generic,300mg,Tablet,60,114,7956.64,69.8,1.16,"Cipla, Patalganga, India",No,Weight Captured Separately,Freight Included in Commodity Cost,9.84
FPQ-7175,SCMS-103400,ASN-12376,South Africa,PMO - US,Direct Drop,DDP,Ocean,22-Nov-11,22-Nov-11,22-Nov-11,ARV,Adult,Aurobindo Pharma Limited,Zidovudine,Generic,300mg,Tablet,60,9829,71751.7,7.3,0.12,"Aurobindo Unit III, India",Yes,509,3341.45,118.39
FPQ-6708,SCMS-93570,ASN-11702,South Africa,PMO - US,Direct Drop,DDP,Ocean,5-Oct-11,20-Sep-11,20-Sep-11,ARV,Adult,Aurobindo Pharma Limited,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,137130,911914.5,6.65,0.22,"Aurobindo Unit III, India",Yes,45800,9726.53,1504.66
Pre-PQ Process,SO-1534,DN-590,Rwanda,PMO - US,From RDC,N/A - From RDC,Air,29-Feb-08,29-Feb-08,29-Feb-08,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,600,24660.0,41.1,0.34,ABBVIE (Abbott) Logis. UK,Yes,859,5531.4,39.46
FPQ-7675,SO-39752,DN-2374,Tanzania,PMO - US,From RDC,N/A - From RDC,Air,30-Sep-11,23-Sep-11,23-Sep-11,ARV,Adult,SCMS from RDC,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,6840,136252.8,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,778,Freight Included in Commodity Cost,224.82
FPQ-15040,SCMS-263660,ASN-30941,Vietnam,PMO - US,Direct Drop,EXW,Air,31-Mar-15,31-Mar-15,1-Apr-15,ARV,Adult,HETERO LABS LIMITED,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,8000,28400.0,3.55,0.12,Hetero Unit III Hyderabad IN,No,See ASN-30941 (ID#:32306),See ASN-30941 (ID#:32306),29.2
FPQ-6495,SO-37710,DN-2098,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Jan-11,22-Feb-11,22-Feb-11,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,9920,108326.4,10.92,0.36,Mylan (formerly Matrix) Nashik,No,See DN-2098 (ID#:83482),See DN-2098 (ID#:83482),233.55
FPQ-4770,SCMS-60170,ASN-5933,South Africa,PMO - US,Direct Drop,DDP,Truck,29-Dec-09,29-Dec-09,29-Dec-09,ARV,Adult,S. BUYS WHOLESALER,Abacavir,Ziagen,300mg,Tablet - blister,60,40,1607.43,40.19,0.67,GSK Ware (UK),No,Weight Captured Separately,Freight Included in Commodity Cost,3.47
Pre-PQ Process,SO-31951,DN-1362,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,15-Sep-09,15-Sep-09,15-Sep-09,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60,12294,94786.74,7.71,0.13,Hetero Unit III Hyderabad IN,Yes,629,8281.69,185.78
FPQ-11546,SO-44530,DN-3059,Guyana,PMO - US,From RDC,N/A - From RDC,Truck,18-Apr-13,15-Mar-13,15-Mar-13,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240,225,416.25,1.85,0.01,"Aurobindo Unit III, India",No,See DN-3059 (ID#:82560),See DN-3059 (ID#:82560),0.51
Pre-PQ Process,SCMS-46510,ASN-4696,Tanzania,PMO - US,Direct Drop,FCA,Air,25-Sep-09,25-Sep-09,25-Sep-09,ARV,Adult,Hoffmann-La Roche ltd Basel,Saquinavir,Invirase,200mg,Capsule,270,5178,461436.41,89.11,0.33,Roche Basel,Yes,2666,16751.58,904.42
FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Adult,PHARMACY DIRECT,Didanosine,Generic,400mg,Delayed-release capsules,30,8,157.41,19.68,0.66,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.16
FPQ-12522,SCMS-199289,ASN-28037,South Africa,PMO - US,Direct Drop,DDP,Truck,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,Efavirenz,Generic,200mg,Capsule,90,59,1535.78,26.03,0.29,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,1.9
Pre-PQ Process,SO-604,DN-446,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-07,30-Nov-07,30-Nov-07,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,995,69650.0,70.0,1.17,GSK Ware (UK),Yes,219,1392,111.44
FPQ-6341,SCMS-84991,ASN-10790,Rwanda,PMO - US,Direct Drop,EXW,Air,17-Jun-11,17-Jun-11,17-Jun-11,ARV,Adult,HETERO LABS LIMITED,Efavirenz,Generic,600mg,Tablet,30,43657,180303.41,4.13,0.14,Hetero Unit III Hyderabad IN,Yes,3720,35499.58,388.73
FPQ-4469,SO-34240,DN-1530,Haiti,PMO - US,From RDC,N/A - From RDC,Air,30-Nov-09,30-Nov-09,30-Nov-09,ARV,Adult,SCMS from RDC,Stavudine,Generic,15mg,Capsule,60,108,162.0,1.5,0.02,"Aurobindo Unit III, India",No,See DN-1530 (ID#:83964),See DN-1530 (ID#:83964),0.35
Pre-PQ Process,SO-2552,DN-834,Nigeria,PMO - US,From RDC,N/A - From RDC,Air,16-Jul-08,16-Jul-08,16-Jul-08,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60,7876,11971.52,1.52,0.03,"Aurobindo Unit III, India",No,See DN-834 (ID#:10686),See DN-834 (ID#:10686),19.15
FPQ-8303,SO-40491,DN-2592,Tanzania,PMO - US,From RDC,N/A - From RDC,Truck,8-May-12,11-Apr-12,11-Apr-12,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,5603,23812.75,4.25,0.07,Mylan (formerly Matrix) Nashik,Yes,316,3279.25,39.29
FPQ-11022,SO-43845,DN-3140,Nigeria,PMO - US,From RDC,N/A - From RDC,Air Charter,21-May-13,2-May-13,2-May-13,ARV,Pediatric,SCMS from RDC,Lamivudine/Zidovudine,Generic,30/60mg,Tablet - FDC,60,9627,21757.02,2.26,0.04,"Aurobindo Unit III, India",Yes,486,14547.55,26.91
Pre-PQ Process,SO-15930,DN-944,Haiti,PMO - US,From RDC,N/A - From RDC,Air,4-Nov-08,4-Nov-08,4-Nov-08,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60,12000,18600.0,1.55,0.03,"Aurobindo Unit III, India",No,See DN-944 (ID#:11012),See DN-944 (ID#:11012),36.46
Pre-PQ Process,SO-2071,DN-693,Haiti,PMO - US,From RDC,N/A - From RDC,Air,11-Apr-08,11-Apr-08,11-Apr-08,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,70,1187.2,16.96,0.09,"MSD, Haarlem, NL",Yes,30,933.09,1.9
FPQ-7767,SO-40260,DN-2486,Zambia,PMO - US,From RDC,N/A - From RDC,Truck,29-Feb-12,20-Jan-12,20-Jan-12,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60,200000,502000.0,2.51,0.04,"Aurobindo Unit VII, IN",Yes,19257,6476.69,828.3
FPQ-11281,SO-44400,DN-3015,Haiti,PMO - US,From RDC,N/A - From RDC,Air,9-Apr-13,14-Mar-13,14-Mar-13,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60,1980,3940.2,1.99,0.03,Hetero Unit III Hyderabad IN,No,See DN-3015 (ID#:82554),See DN-3015 (ID#:82554),4.87
FPQ-11253,SO-44210,DN-3371,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Truck,31-Oct-13,22-Oct-13,19-Nov-13,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,15119,305706.18,20.22,0.17,ABBVIE Ludwigshafen Germany,Yes,7541,27875.36,378.16
FPQ-6801,SO-39910,DN-2263,Haiti,PMO - US,From RDC,N/A - From RDC,Air,19-Jul-11,28-Jun-11,28-Jun-11,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90,630,6104.7,9.69,0.11,"Aurobindo Unit III, India",No,See DN-2263 (ID#:82959),See DN-2263 (ID#:82959),10.07
FPQ-11489,SO-44620,DN-3080,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,17-Apr-13,23-Apr-13,23-Apr-13,ARV,Pediatric,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,549,2278.35,4.15,0.07,Mylan (formerly Matrix) Nashik,Yes,37,1198.68,2.82
FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,5-Nov-14,5-Nov-14,5-Nov-14,ARV,Adult,PHARMACY DIRECT,Nevirapine,Generic,200mg,Tablet,60,24,425.93,17.75,0.3,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,0.44
FPQ-15692,SCMS-274370,ASN-32258,Vietnam,PMO - US,Direct Drop,EXW,Air,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,HETERO LABS LIMITED,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5120,51200.0,10.0,0.33,Hetero Unit III Hyderabad IN,No,See ASN-32258 (ID#:29880),See ASN-32258 (ID#:29880),60.26
FPQ-5239,SO-36160,DN-1761,Uganda,PMO - US,From RDC,N/A - From RDC,Air,23-Jun-10,8-Apr-10,8-Apr-10,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,140,476.0,3.4,0.06,"Cipla, Goa, India",Yes,17,1073.46,1.03
FPQ-13173,SO-47100,DN-3581,South Sudan,PMO - US,From RDC,N/A - From RDC,Air,31-Mar-14,21-Mar-14,26-Mar-14,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1702,11454.46,6.73,0.11,"Cipla, Goa, India",No,See DN-3581 (ID#:83219),See DN-3581 (ID#:83219),11.78
Pre-PQ Process,SO-11851,DN-1007,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,Air,21-Nov-08,21-Nov-08,21-Nov-08,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30,2410,28245.2,11.72,0.39,Mylan (formerly Matrix) Nashik,Yes,182,1409.26,55.36
FPQ-12540,SCMS-198801,ASN-21504,Tanzania,PMO - US,Direct Drop,EXW,Ocean,23-Oct-13,23-Oct-13,23-Oct-13,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,65763,821379.87,12.49,0.42,Mylan (formerly Matrix) Nashik,Yes,8182,7814.59,1016.05
FPQ-5277,SCMS-68330,ASN-6670,Uganda,PMO - US,Direct Drop,EXW,Air,28-Apr-10,28-Apr-10,28-Apr-10,ARV,Adult,Aurobindo Pharma Limited,Didanosine,Generic,250mg,Delayed-release capsules,30,60,780.0,13.0,0.43,"Aurobindo Unit III, India",Yes,4,1045.04,1.68
